title,link,description
Malawi struggles to curb human trafficking,https://www.dw.com/en/malawi-struggles-to-curb-human-trafficking/a-61760165?maca=en-rss-en-all-1573-rdf,Endemic poverty makes Malawi easy pickings for traffickers. The pandemic and fallout from Russia's war on Ukraine has exacerbated the situation despite government efforts to curb human trafficking.
"Germany shifts focus of military missions in Mali, Niger",https://www.dw.com/en/germany-shifts-focus-of-military-missions-in-mali-niger/a-61761235?maca=en-rss-en-all-1573-rdf,Germany is set to draw down its EU deployment in Mali and increase its UN deployment. France is withdrawing from Mali amid friction with the military junta there.
Wartime stress in Ukraine: more babies born prematurely,https://www.dw.com/en/wartime-stress-in-ukraine-more-babies-born-prematurely/a-61760464?maca=en-rss-en-all-1573-rdf,"Extreme stress has been part of life for many people in Ukraine since the beginning of the war. In pregnant women, anxiety and stress often cause health problems. Jan-Philipp Scholz visited a maternity clinic in Lviv."
Digital pet Tamagotchi turns 25,https://www.dw.com/en/digital-pet-tamagotchi-turns-25/a-61709227?maca=en-rss-en-all-1573-rdf,"Adorable, or annoying? The tiny digital egg beeped in the pockets of millions of children all over the world. But the hype surrounding the little nuisance ended as quickly as it began."
How Russia and China exploit history to further their interests,https://www.dw.com/en/how-russia-and-china-exploit-history-to-further-their-interests/a-61758818?maca=en-rss-en-all-1573-rdf,The arbitrariness in the way they deal with their own national history helps Chinese President Xi Jinping and Russian leader Vladimir Putin secure power and justify their policies.
Results: This is your favorite flower!,https://www.dw.com/en/results-this-is-your-favorite-flower/a-61760931?maca=en-rss-en-all-1573-rdf,"Spring is well underway in Europe, breathing new life into the natural world. The first flowers to emerge from the ground include snowdrops, tulips, primulas, narcissi, hyacinths and crocuses."
"UK, Sweden sign defense pact during Johnson visit",https://www.dw.com/en/uk-sweden-sign-defense-pact-during-johnson-visit/a-61760042?maca=en-rss-en-all-1573-rdf,"British Prime Minister Boris Johnson said the UK would ""provide support"" if Sweden were to be attacked. The agreement comes as Sweden and Finland are set to decide whether to join NATO."
Ukraine: Pro-Russia leaders plan to ask Putin to annex Kherson — live updates,https://www.dw.com/en/ukraine-pro-russia-leaders-plan-to-ask-putin-to-annex-kherson-live-updates/a-61753566?maca=en-rss-en-all-1573-rdf,"Meanwhile, Ukrainian officials say Russian forces are being driven out of villages near Kharkiv. And Ukrainian soldiers are in Germany for howitzer training. DW has the latest."
Ukraine among 10 first Eurovision finalists,https://www.dw.com/en/ukraine-among-10-first-eurovision-finalists/a-61756131?maca=en-rss-en-all-1573-rdf,A total of 17 songs were presented during the first semifinal of the Eurovision Song Contest. Viewers have selected 10 acts that will compete in the finals on Saturday.
"China, Ukraine set to dominate EU-Japan summit",https://www.dw.com/en/china-ukraine-set-to-dominate-eu-japan-summit/a-61757029?maca=en-rss-en-all-1573-rdf,Tokyo is showing an increasing willingness to play a larger role in global security issues as it seeks support from Europe for its own most pressing concern — an increasingly influential and expansionist Beijing.
Africa's COVID-19 vaccine production line in jeopardy,https://www.dw.com/en/africa-s-covid-19-vaccine-production-line-in-jeopardy/a-61756730?maca=en-rss-en-all-1573-rdf,"A year ago, South Africa celebrated the opening of the continent's first COVID-19 vaccine production line. Now it's at risk of being shut down due to low demand."
Wildfires in Russia: Will war in Ukraine limit firefighting response?,https://www.dw.com/en/wildfires-in-russia-will-war-in-ukraine-limit-firefighting-response/a-61753044?maca=en-rss-en-all-1573-rdf,"The fire season has started early in Siberia, as drought and strong winds fuel blazes in its carbon-rich peat forests. But with Russian forces fighting in Ukraine, this year's emergency response could suffer."
Opinion: UEFA ushers in Super League by stealth,https://www.dw.com/en/opinion-uefa-ushers-in-super-league-by-stealth/a-61755698?maca=en-rss-en-all-1573-rdf,"In passing men's Champions League ""reforms,"" football’s so-called protectors have let the game down, says Matt Pearson. The big clubs are once again getting what they want. In football, it seems that greed is god."
Documenta curators denounce 'racist effects' of 'antisemitism rumors',https://www.dw.com/en/documenta-curators-denounce-racist-effects-of-antisemitism-rumors/a-61692036?maca=en-rss-en-all-1573-rdf,"Discussions on the topic of artistic freedom, which had planned to address accusations of antisemitism, were cancelled: The art show's curators, ruangrupa, have published an open letter on the accusations."
Sri Lanka extends curfew after days of deadly protests,https://www.dw.com/en/sri-lanka-extends-curfew-after-days-of-deadly-protests/a-61754674?maca=en-rss-en-all-1573-rdf,"The president has warned against ""racial and religious disharmony."" Police have received orders to use live ammunition against protesters deemed to be participating in violence."
UK threatens to scrap parts of Brexit deal over N. Ireland,https://www.dw.com/en/uk-threatens-to-scrap-parts-of-brexit-deal-over-n-ireland/a-61755453?maca=en-rss-en-all-1573-rdf,"Britain said it would ""not shy away from taking action"" over post-Brexit trade tensions in Northern Ireland as it rejected EU proposals to resolve the standoff."
COVID: EU drops air travel face mask mandate,https://www.dw.com/en/covid-eu-drops-air-travel-face-mask-mandate/a-61756356?maca=en-rss-en-all-1573-rdf,"The masks were introduced to help reduce the spread of COVID-19, but will no longer be mandatory in airports and on flights to Europe from next week onwards."
Ukrainian troops arrive in Germany for howitzer training,https://www.dw.com/en/ukrainian-troops-arrive-in-germany-for-howitzer-training/a-61755368?maca=en-rss-en-all-1573-rdf,Around 60 Ukrainian soldiers have arrived in western Germany to begin training on the howitzer 2000 artillery system. The German government has pledged to send seven of the self-propelled weapons.
Al Jazeera says reporter killed in West Bank,https://www.dw.com/en/al-jazeera-says-reporter-killed-in-west-bank/a-61754113?maca=en-rss-en-all-1573-rdf,"According to the Qatar-based broadcaster, reporter Shireen Abu Akleh was shot while covering clashes in the city of Jenin in the West Bank."
Lufthansa apologizes for excluding Jewish group over mask rules,https://www.dw.com/en/lufthansa-apologizes-for-excluding-jewish-group-over-mask-rules/a-61752679?maca=en-rss-en-all-1573-rdf,"Lufthansa apologized for excluding a group of Jewish passengers after a few were not observing COVID protocols. The group consisted of the visibly Jewish Orthodox, who accused the airline of collective punishment."
Karim Adeyemi moves to Borussia Dortmund as Erling Haaland departs,https://www.dw.com/en/karim-adeyemi-moves-to-borussia-dortmund-as-erling-haaland-departs/a-59409811?maca=en-rss-en-all-1573-rdf,"Shortly after Erling Haaland's move to Manchester City was confirmed, Borussia Dortmund announced the signing of Karim Adeyemi. The Germany forward moves from Haaland's old club in Austria."
Global warming: World has 50-50 chance of hitting 1.5C mark soon,https://www.dw.com/en/global-warming-world-has-50-50-chance-of-hitting-1-5c-mark-soon/a-61743456?maca=en-rss-en-all-1573-rdf,"The average global temperature could exceed 1.5 degrees Celsius above pre-industrial levels by 2026, UN meteorologists say. The threshold is one that international agreements are trying to prevent."
How devastating is a DDoS cyberattack?,https://www.dw.com/en/how-devastating-is-a-ddos-cyberattack/a-61748267?maca=en-rss-en-all-1573-rdf,"Last weekend, Russian hackers attacked several German government websites. These cyberattacks were seemingly harmless, much to the relief of the authorities. But many others are not so lucky."
UEFA agrees Champions League reforms,https://www.dw.com/en/uefa-agrees-champions-league-reforms/a-61748707?maca=en-rss-en-all-1573-rdf,"UEFA has announced changes to the format of the Champions League starting in 2024-25. Meanwhile, Berlin's Olympiastadion has been awarded the final of Euro 2024, which is to be hosted by Germany."
Erling Haaland to Man City leaves Borussia Dortmund with only memories,https://www.dw.com/en/erling-haaland-to-man-city-leaves-borussia-dortmund-with-only-memories/a-61735148?maca=en-rss-en-all-1573-rdf,Erling Haaland has agreed to join English champions Manchester City. Haaland's performances for Dortmund have been spellbinding and the club are left with the impossible task of replacing one of Europe's finest players.
Germany: Suspect in shooting death of 2 cops on rural road charged,https://www.dw.com/en/germany-suspect-in-shooting-death-of-2-cops-on-rural-road-charged/a-61750437?maca=en-rss-en-all-1573-rdf,A 38-year-old man has been charged with the German equivalent of first-degree murder for shooting dead two young police officers. The incident happened in January near the town of Kusel.
What weapons Germany is sending to Ukraine,https://www.dw.com/en/what-weapons-germany-is-sending-to-ukraine/a-61749584?maca=en-rss-en-all-1573-rdf,"Germany is already supplying Ukraine with light weapons, while heavy systems such as tanks and artillery are to follow. DW takes a look at what Germany has already pledged — and what else Kyiv wants."
Exiled Ukrainian musicians create orchestra in Germany,https://www.dw.com/en/exiled-ukrainian-musicians-create-orchestra-in-germany/a-61745136?maca=en-rss-en-all-1573-rdf,Musicians from Ukraine have founded an exile orchestra in Germany. They are now performing classical works at the Berliner Philharmonie.
How Lithuania is freeing itself from Russian energy,https://www.dw.com/en/how-lithuania-is-freeing-itself-from-russian-energy/a-61738474?maca=en-rss-en-all-1573-rdf,"A new pipeline is connecting the Baltic states with Poland, ergo with the entire European gas network. For Poland, it's been a lifesaver. For Lithuania, it's just one part of a much larger scheme."
New Bob Dylan Center explores his creative process,https://www.dw.com/en/new-bob-dylan-center-explores-his-creative-process/a-61729063?maca=en-rss-en-all-1573-rdf,"The center in Tulsa, Oklahoma, is dedicated to the cultural significance of the elusive songwriter, and houses over 100,000 items from the musician's archives."
"Pulitzer Prizes honor Ukrainian journalists, January 6 coverage",https://www.dw.com/en/pulitzer-prizes-honor-ukrainian-journalists-january-6-coverage/a-61741531?maca=en-rss-en-all-1573-rdf,"The US' most prestigious journalism prizes have gone to newsrooms and individuals covering conflict, public health, and social issues."
Eurovision Song Contest 2022 favorites,https://www.dw.com/en/eurovision-song-contest-2022-favorites/a-61737812?maca=en-rss-en-all-1573-rdf,"In Turin, paticipants are busy rehearsing for the Eurovision Song Contest, which opened on Sunday evening and will culminate on May 14. Take a look!"
Marking history: the Pulitzer Prize,https://www.dw.com/en/marking-history-the-pulitzer-prize/a-43400313?maca=en-rss-en-all-1573-rdf,"John F. Kennedy, Watergate and the Panama Papers; Janet Cooke's fake news or Maureen Dowd's biting op-eds: Here's a look back at the rich history of the Pulitzer, the US' top awards for writing."
Art in exile: Afghan Sara Nabil fights for women's rights,https://www.dw.com/en/art-in-exile-afghan-sara-nabil-fights-for-women-s-rights/a-61732508?maca=en-rss-en-all-1573-rdf,Radical and direct: Afghan artist Sara Nabil employs her art to denounce women's oppression in her home country. Kunsthalle Mannheim is now showing her works.
Ultra-long-haul flights: Your body and mental health,https://www.dw.com/en/ultra-long-haul-flights-your-body-and-mental-health/a-61714702?maca=en-rss-en-all-1573-rdf,Qantas will offer non-stop ultra-long-haul flights from Australia to the US and Europe. How will the 20-hour flights affect your mental and physical health?
China's export growth slows sharply as zero-COVID rules hit economy,https://www.dw.com/en/china-s-export-growth-slows-sharply-as-zero-covid-rules-hit-economy/a-61731968?maca=en-rss-en-all-1573-rdf,"China's zero-COVID policies are beginning to severely hit the country's global export engine. Prolonged lockdowns led to particularly sluggish export growth in April, new figures show."
2022 Jazzfest Bonn features prominent line-up,https://www.dw.com/en/2022-jazzfest-bonn-features-prominent-line-up/a-61731691?maca=en-rss-en-all-1573-rdf,"Founded more than a decade ago, the Jazzfest Bonn has grown into one of Europe's major jazz festivals, bringing the musical genre to bigger audiences in Germany."
Why do humans eat so much meat?,https://www.dw.com/en/why-do-humans-eat-so-much-meat/a-60735141?maca=en-rss-en-all-1573-rdf,We know the current meat and dairy industry are harming our planet and that eating too much animal protein can even be bad for our health. So why do humans continue eating meat?
NashStore: Russia's alternative to the Google Play store,https://www.dw.com/en/nashstore-russia-s-alternative-to-the-google-play-store/a-61712657?maca=en-rss-en-all-1573-rdf,Google Play is restricted in Russia as part of Western sanctions over the invasion of Ukraine. A domestic alternative is set to launch soon after a testing phase.
Turkey's tourism sector battling fallout from the war in Ukraine,https://www.dw.com/en/turkey-s-tourism-sector-battling-fallout-from-the-war-in-ukraine/a-61698095?maca=en-rss-en-all-1573-rdf,"Last year, most foreign tourists in Turkey came from Russia, Germany and Ukraine. Two of the countries are at war. Visitor numbers are down — meaning tough times ahead for Turkey's tourist industry."
Germany: CDU wins Schleswig-Holstein state election,https://www.dw.com/en/germany-cdu-wins-schleswig-holstein-state-election/a-61726509?maca=en-rss-en-all-1573-rdf,"The conservative CDU has won by a wide margin in the northern state of Schleswig-Holstein, according to official results. The poll was seen as a test of Chancellor Olaf Scholz's response to the Ukraine war."
Wolfsburg reclaim Women's Bundesliga in some style,https://www.dw.com/en/wolfsburg-reclaim-women-s-bundesliga-in-some-style/a-61726482?maca=en-rss-en-all-1573-rdf,"Bayern Munich wrestled the title from Wolfsburg last season, but the perennial women's Bundesliga champions have reclaimed it after a 10-1 win. Elsewhere Frankfurt are in good shape for Europe and Chelsea won the WSL."
How Schalke 'reinvented' themselves to get back to the Bundesliga,https://www.dw.com/en/how-schalke-reinvented-themselves-to-get-back-to-the-bundesliga/a-61724384?maca=en-rss-en-all-1573-rdf,"One year ago, Schalke were relegated in a cloud of internal chaos and on the brink of insolvency. Twelve months later, the Royal Blues are back in the Bundesliga and on the long road to financial recovery."
Europe's first samurai museum opens in Berlin,https://www.dw.com/en/europe-s-first-samurai-museum-opens-in-berlin/a-61704500?maca=en-rss-en-all-1573-rdf,"As a new museum on the samurai opens in Berlin, here are five facts about how the legendary warriors and political elite shaped the history of Japan for centuries"
Bayer Leverkusen strategy pays off with Champions League return,https://www.dw.com/en/bayer-leverkusen-strategy-pays-off-with-champions-league-return/a-61719844?maca=en-rss-en-all-1573-rdf,Bayer Leverkusen will return to the Champions League next season after a three-year absence. They got over the line with a typically topsy-turvy win that highlighted the long-term strategy the club has employed.
Will surging energy prices derail reforms in oil-exporting Middle East?,https://www.dw.com/en/will-surging-energy-prices-derail-reforms-in-oil-exporting-middle-east/a-61675230?maca=en-rss-en-all-1573-rdf,The Ukraine war has seen energy prices spike with oil producers in the Middle East making more money than ever. But will it put the brakes on long-planned reforms to diversify oil-reliant economies in the region?
Borussia Dortmund cancel Israel trip after concerns raised,https://www.dw.com/en/borussia-dortmund-cancel-israel-trip-after-concerns-raised/a-61690901?maca=en-rss-en-all-1573-rdf,The post-season trip has been called off after members of Borussia Dortmund's team raised concerns due to the Israeli-Palestinian conflict. The Bundesliga runners-up were due to play a friendly against Maccabi Netanya.
Racism in Germany is part of everyday life,https://www.dw.com/en/racism-in-germany-is-part-of-everyday-life/a-61700339?maca=en-rss-en-all-1573-rdf,"Most Germans recognize that racism exists in their society, affecting not only minorities but everybody who lives here. The country's first National Discrimination and Racism report has found some surprising results."
Germany's Fuggerei: The world's oldest social housing project,https://www.dw.com/en/germany-s-fuggerei-the-world-s-oldest-social-housing-project/a-58928076?maca=en-rss-en-all-1573-rdf,"Five hundred years after the Fuggerei estate was opened in Augsburg, the rents remain under €1, and diverse people facing financial hardship still have housing security."
Western companies leave Russia — taking Russian jobs with them,https://www.dw.com/en/western-companies-leave-russia-taking-russian-jobs-with-them/a-61697175?maca=en-rss-en-all-1573-rdf,"More and more Russians are losing their jobs due to Western sanctions on Russia, and some are having to painfully rethink their future. With some sanctions' effects yet to be felt, the number of unemployed could grow."
Think 8 hours of sleep is best? Think again!,https://www.dw.com/en/think-8-hours-of-sleep-is-best-think-again/a-61661946?maca=en-rss-en-all-1573-rdf,Are you 38 or older? Then you may want to rethink how much sleep you truly need. A team of international researchers has found that less is more.
Ukraine: How farm vehicles stolen by Russia were remotely disabled,https://www.dw.com/en/ukraine-how-farm-vehicles-stolen-by-russia-were-remotely-disabled/a-61691839?maca=en-rss-en-all-1573-rdf,"Russian soldiers looted combine harvesters and tractors worth millions of dollars from Ukraine, according to a media report. But the machinery was deactivated remotely before it could be put to use."
Bitcoin boom spikes amid perceived risks,https://www.dw.com/en/bitcoin-boom-spikes-amid-perceived-risks/a-61686615?maca=en-rss-en-all-1573-rdf,Central African Republic and El Salvador have made Bitcoin legal tender and Panama has approved a bill to regulate crypto assets. Experts warn that nations that adopt crypto currencies risk instability.
What are millets and can they help create global food security?,https://www.dw.com/en/what-are-millets-and-can-they-help-create-global-food-security/a-61682721?maca=en-rss-en-all-1573-rdf,The Russian invasion of Ukraine has pushed food insecurity onto the table. Could an overlooked cereal help steady the situation and feed the global population in an era of climate crisis?
Ukraine: How drones are changing the way of war,https://www.dw.com/en/ukraine-how-drones-are-changing-the-way-of-war/a-61681013?maca=en-rss-en-all-1573-rdf,The war in Ukraine shows that unmanned aerial vehicles are part of modern warfare. Drones have various tasks from aerial surveillance to missile defense.
German Overshoot Day: 'We cannot continue like this',https://www.dw.com/en/german-overshoot-day-we-cannot-continue-like-this/a-61673016?maca=en-rss-en-all-1573-rdf,Germany has used more resources in the first third of 2022 than are sustainably available to it for an entire year. Here's what needs to change.
COVID: Omicron subvariants 'escaping the previous immunity',https://www.dw.com/en/covid-omicron-subvariants-escaping-the-previous-immunity/a-61673415?maca=en-rss-en-all-1573-rdf,"You may be at risk of catching the new subvariants BA.4 or BA.5 even if you had the original omicron, virologist Alex Sigal told DW's Science Unscripted."
Can Algeria contribute to the EU's energy security?,https://www.dw.com/en/can-algeria-contribute-to-the-eu-s-energy-security/a-61680466?maca=en-rss-en-all-1573-rdf,"Timely decisions, long-term commitments and a broader vision could help the European Union increase ties with the Western Mediterranean. Algeria, with its large reserves, could enhance the bloc's energy security."
Will buying cars online really take off?,https://www.dw.com/en/will-buying-cars-online-really-take-off/a-61676761?maca=en-rss-en-all-1573-rdf,"Boosted by the popularity of electric automaker Tesla, more people than ever are buying vehicles online. UBS estimates the web will make up half of all car sales by 2030, but what will that mean for traditional dealers?"
Breed accounts for less than 10% of a dog's behavior,https://www.dw.com/en/breed-accounts-for-less-than-10-of-a-dog-s-behavior/a-61634800?maca=en-rss-en-all-1573-rdf,"If you're looking for a dog with a specific personality, its breed will tell you less than the environment in which it is raised, a new study suggests."
Will an EU oil embargo put the lights out at Schwedt's refinery?,https://www.dw.com/en/will-an-eu-oil-embargo-put-the-lights-out-at-schwedt-s-refinery/a-61668807?maca=en-rss-en-all-1573-rdf,"As EU member states push for a Russian oil embargo, Germany's PCK Schwedt refinery is facing an uncertain future. It runs wholly on Russian imports, and many locals aren't so sure alternatives can be found in time."
Carbon farming: Climate change solution or greenwashing?,https://www.dw.com/en/carbon-farming-climate-change-solution-or-greenwashing/a-61532175?maca=en-rss-en-all-1573-rdf,European agriculture produces millions of tons of CO2 every year. Could encouraging farmers to capture carbon on their land to sell credits to businesses help reduce emissions?
Germans split over heavy weapons deliveries to Ukraine,https://www.dw.com/en/germans-split-over-heavy-weapons-deliveries-to-ukraine/a-61664515?maca=en-rss-en-all-1573-rdf,The German public is divided on the issue of military support for Ukraine. Many fear the delivery of tanks and training of Ukrainian soldiers in Germany may drag the country into the war.
Is India facing a post-pandemic employment crisis?,https://www.dw.com/en/is-india-facing-a-post-pandemic-employment-crisis/a-61662629?maca=en-rss-en-all-1573-rdf,"India's job market is tightening, and skilled workers are finding it harder to enter the workforce. Government job drives and the informal economy have been unable to make up the difference."
Record-breaking heat waves show we need to adapt to the climate crisis now,https://www.dw.com/en/record-breaking-heat-waves-show-we-need-to-adapt-to-the-climate-crisis-now/a-61661802?maca=en-rss-en-all-1573-rdf,"India is just the latest country to face life-threatening temperatures before summer has even started. As extreme heat becomes more frequent around the world, how can affected areas adapt to remain livable?"
"Europe cooperates on gas, as Russia turns off taps to Poland and Bulgaria",https://www.dw.com/en/europe-cooperates-on-gas-as-russia-turns-off-taps-to-poland-and-bulgaria/a-61641814?maca=en-rss-en-all-1573-rdf,"Russia has halted gas exports to Poland and Bulgaria, ramping up the pressure on all EU states to find alternative suppliers. Some are working on cutting Russian gas altogether, others have plans to share with neighbors."
"Russia posts trained dolphins at Black Sea naval base, satellite images show",https://www.dw.com/en/russia-posts-trained-dolphins-at-black-sea-naval-base-satellite-images-show/a-61640460?maca=en-rss-en-all-1573-rdf,"Dolphin pens were moved to the Black Sea naval base around the time Russia invaded Ukraine, according to the US Naval Institute's analysis of satellite imagery."
Elvira Nabiullina: The central banker Vladimir Putin is relying on to clean up Russia's economic mess,https://www.dw.com/en/elvira-nabiullina-the-central-banker-vladimir-putin-is-relying-on-to-clean-up-russia-s-economic-mess/a-61634244?maca=en-rss-en-all-1573-rdf,Elvira Nabiullina has charmed many in the West with her policymaking — and clothing choices. Analysts say she has blemished her reputation by remaining at the helm to help sustain Putin's war machine in Ukraine.
About a million people live near dangerous dams in Brazil,https://www.dw.com/en/about-a-million-people-live-near-dangerous-dams-in-brazil/a-61523548?maca=en-rss-en-all-1573-rdf,"Data analysis by DW reveals many Brazilians live near dams that, without proper maintenance and governmental oversight, could be deadly in the case of failure."
Cashing in: No payment problems for Russian tourists in Turkey,https://www.dw.com/en/cashing-in-no-payment-problems-for-russian-tourists-in-turkey/a-61622480?maca=en-rss-en-all-1573-rdf,"Turkey is trying to attract more Russian tourists by expanding the usage of the Russian Mir payment system in the country, as it seeks to bypass payment bottleneck created by Western sanctions."
Putin and Parkinson's: What experts say about his health,https://www.dw.com/en/putin-and-parkinson-s-what-experts-say-about-his-health/a-61597476?maca=en-rss-en-all-1573-rdf,A video released by the Kremlin last weekend shows Putin in seemingly bad health. Some commentators and tabloids claim he has Parkinson's. What do doctors think?
Swiping right on climate love: Dating apps and environmental advocacy,https://www.dw.com/en/swiping-right-on-climate-love-dating-apps-and-environmental-advocacy/a-61600741?maca=en-rss-en-all-1573-rdf,Dating platforms have noticed their users are hot for climate issues and are incorporating features to help them connect with each other. But how useful are additions like OkCupid's climate advocate badge?
Germany top buyer of Russian energy since Ukraine invasion began: report,https://www.dw.com/en/germany-top-buyer-of-russian-energy-since-ukraine-invasion-began-report/a-61616274?maca=en-rss-en-all-1573-rdf,"Russian fossil fuel exports are undermining sanctions imposed on the Kremlin over its invasion of Ukraine, a study says. Germany and the EU remain the biggest buyers of Russian energy."
Mars probe discovers 'shocking' new aurora,https://www.dw.com/en/mars-probe-discovers-shocking-new-aurora/a-61610851?maca=en-rss-en-all-1573-rdf,The Emirates Mars Mission says it's a first: They have spotted a worm-like aurora that stretches halfway round Mars. It looks like our northern lights.
Turning the tide on land degradation,https://www.dw.com/en/turning-the-tide-on-land-degradation/a-61606070?maca=en-rss-en-all-1573-rdf,"Human activity has led to widespread land degradation and put our very survival as a species at risk. But by reversing course, we can tackle climate change and biodiversity loss — and make a better life for billions."
